fips,totalvotes,mode,dem,repub,other,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,CENSUSAREA,pop_density,year
28159,9829,TOTAL,4607,5168,54,18882,9191,9691,204,8142.0,51.0,6827.0,1264.0,33969.0,19172.0,5568.0,18767.0,115.0,7658,1184.0,677.0,1307.0,4490.0,4736,6852,2226,1233,3277,8861,2179,1269,983,1025,3894,3214,1753,802,928,449,9737,4781,4956,8943,4321,4622,202,89,113,610.083,30.94988714650302,2012
28161,6354,TOTAL,3030,3276,48,12433,6006,6427,184,5185.0,0.0,4899.0,286.0,33900.0,18727.0,2722.0,12405.0,28.0,4808,623.0,587.0,696.0,2902.0,2715,4838,1501,919,1977,6543,968,481,678,818,3060,2396,1087,312,397,259,7423,3644,3779,4890,2324,2566,120,38,82,495.002,25.11707023405966,2012
28163,11620,TOTAL,6603,4941,76,28076,15491,12585,1429,10509.0,0.0,8308.0,2201.0,27489.0,14269.0,8859.0,26754.0,1322.0,8552,1762.0,940.0,1339.0,4511.0,9756,7496,3653,1415,5241,13570,2374,2485,1608,1148,7501,4306,1763,1026,861,487,10859,5943,4916,16033,8528,7505,1184,1020,164,934.262,30.05152730176332,2012
29001,10126,TOTAL,4219,5651,256,25642,12064,13578,615,11796.0,0.0,11040.0,756.0,34976.0,19076.0,5902.0,24830.0,812.0,9608,1503.0,780.0,1445.0,5880.0,9385,8576,2425,1343,2060,14118,4670,733,550,777,8758,3380,1980,2413,1592,665,24099,11333,12766,538,251,287,1005,480,525,569.433,45.030758666954675,2012
29003,8306,TOTAL,2649,5457,200,17373,8544,8829,352,9145.0,33.0,8458.0,654.0,53986.0,26086.0,1590.0,17290.0,83.0,6710,391.0,318.0,636.0,5365.0,2989,8492,1689,919,1371,9213,2755,389,288,694,3633,3792,1788,1336,983,436,16800,8255,8545,217,148,69,356,141,215,436.427,39.807344641830134,2012
29005,2709,TOTAL,756,1902,51,5520,2743,2777,64,2807.0,5.0,2665.0,137.0,44216.0,25538.0,632.0,5511.0,9.0,2465,163.0,146.0,323.0,1833.0,918,2631,697,368,515,3005,892,169,117,229,1064,1047,894,319,430,143,5412,2676,2736,30,30,0,78,37,41,550.124,10.034101402592869,2012
29007,9952,TOTAL,3539,6186,227,25637,11712,13925,684,11732.0,19.0,10706.0,1007.0,43139.0,19797.0,4160.0,25297.0,340.0,9381,673.0,645.0,1197.0,6866.0,5422,10525,3272,1488,3146,14066,2277,1385,938,823,5990,5040,3036,1242,655,380,23055,10640,12415,1510,572,938,1072,500,572,696.819,36.79147669624393,2012
29009,13806,TOTAL,3667,9832,307,35681,17844,17837,2934,16316.0,0.0,14345.0,1971.0,38789.0,19680.0,7021.0,34021.0,1660.0,13398,1079.0,985.0,1866.0,9468.0,6300,16046,4405,2120,5057,18890,3362,1975,1934,1148,7280,6840,4770,1035,1450,877,32984,16322,16662,23,20,3,2674,1502,1172,790.966,45.110662152355474,2012
29011,5746,TOTAL,1230,4418,98,12286,6085,6201,271,5397.0,1.0,5024.0,372.0,38792.0,20275.0,2702.0,12017.0,269.0,5009,537.0,425.0,737.0,3310.0,1777,6277,1023,650,1397,6443,1315,613,374,410,2356,2436,1651,614,542,159,11604,5722,5882,27,4,23,655,359,296,596.719,20.589255579259248,2012
29013,7771,TOTAL,2557,5020,194,16780,8261,8519,326,7916.0,5.0,7209.0,702.0,39744.0,21369.0,3327.0,16649.0,131.0,6784,527.0,627.0,1033.0,4597.0,2742,7135,2361,1146,2037,9206,1432,727,597,713,3657,3550,1999,527,553,352,16065,7847,8218,113,72,41,602,342,260,851.377,19.709247489654995,2012
29015,9157,TOTAL,2925,6069,163,18961,9423,9538,318,7233.0,0.0,6622.0,611.0,33145.0,19412.0,3672.0,18822.0,139.0,8273,815.0,818.0,1449.0,5191.0,2635,9700,2499,1428,2427,11379,1797,854,598,975,2893,4862,3624,569,724,504,18406,9148,9258,51,39,12,504,236,268,752.526,25.19647161692752,2012
29017,5456,TOTAL,1213,4095,148,12394,6191,6203,110,5203.0,0.0,4941.0,262.0,38906.0,20186.0,2700.0,12313.0,81.0,4790,560.0,285.0,830.0,3115.0,2478,5504,1333,748,1908,6620,1050,548,665,695,2743,2640,1237,512,349,189,12137,6083,6054,41,40,1,216,68,148,621.195,19.95186696608955,2012
29019,79422,TOTAL,39847,37404,2171,168268,81402,86866,5259,94497.0,100.0,89118.0,5279.0,49059.0,27098.0,31958.0,158309.0,9959.0,66136,7286.0,3660.0,7198.0,47992.0,58071,60967,14537,5171,8059,73067,52219,3970,2049,2040,46328,18160,8579,29610,16770,5839,138849,67356,71493,14684,7087,7597,14735,6959,7776,691.044,243.49824323776778,2012
29021,35106,TOTAL,15594,18660,852,89536,44816,44720,5103,45336.0,135.0,41328.0,3873.0,44971.0,22839.0,15133.0,86378.0,3158.0,33359,3228.0,2231.0,4320.0,23580.0,23115,32547,11689,4852,9530,47019,12195,4460,2771,2299,22967,15746,8306,5357,4854,1984,79837,39317,40520,4447,2706,1741,5252,2793,2459,414.654,215.92942549692032,2012
29023,16889,TOTAL,4363,12248,278,42957,20684,22273,708,19538.0,18.0,17814.0,1706.0,36160.0,19186.0,8063.0,42560.0,397.0,16773,1627.0,1607.0,2722.0,10817.0,8113,18082,5408,2908,6607,21999,4329,2223,2132,2252,9893,7673,4433,1758,1943,628,39002,18891,20111,2247,1078,1169,1708,715,993,698.988,61.45599066078387,2012
29025,4167,TOTAL,1312,2721,134,9176,4594,4582,164,4160.0,6.0,3890.0,264.0,41740.0,22135.0,1323.0,9084.0,92.0,3696,294.0,254.0,484.0,2664.0,1668,4304,832,513,996,4934,994,457,255,284,1873,1851,1210,347,507,140,8870,4425,4445,68,42,26,238,127,111,429.634,21.357713774980564,2012
29027,18232,TOTAL,6071,11745,416,44483,22707,21776,796,21386.0,46.0,19927.0,1413.0,48264.0,22901.0,5977.0,43661.0,822.0,16497,1360.0,907.0,1850.0,12380.0,11284,17506,5463,2274,4648,23367,6645,1970,1475,1203,11493,8032,3842,2809,2952,884,40837,20708,20129,1719,1037,682,1927,962,965,847.353,52.49642120816236,2012
29029,21945,TOTAL,6458,15092,395,43873,21669,22204,1066,19527.0,17.0,17782.0,1728.0,43498.0,23251.0,7258.0,42830.0,1043.0,17419,1268.0,1026.0,2146.0,12979.0,7298,21433,5756,2596,4421,23854,7316,1558,1480,1383,7657,9305,6892,2015,3322,1979,42443,21007,21436,200,82,118,1230,580,650,708.641,61.91146151577456,2012
29031,35716,TOTAL,9728,25370,618,77031,37223,39808,1634,40149.0,73.0,37144.0,2932.0,45849.0,23684.0,12750.0,75147.0,1884.0,29672,2643.0,1696.0,3779.0,21554.0,20299,31086,7700,3992,7052,38594,14711,2604,1941,2507,19954,11927,6713,6960,5619,2132,68364,33062,35302,5695,2651,3044,2972,1510,1462,586.322,131.38002667476232,2012
29033,4304,TOTAL,1154,3072,78,9157,4425,4732,120,4405.0,0.0,4023.0,382.0,42582.0,23424.0,1213.0,9109.0,48.0,3652,251.0,349.0,508.0,2544.0,1785,3867,1194,581,945,4934,1103,367,255,323,1910,1773,1251,424,465,214,8750,4246,4504,81,33,48,326,146,180,701.388,13.055541298111743,2012
29035,2799,TOTAL,754,1978,67,6283,2966,3317,119,2746.0,0.0,2457.0,289.0,32656.0,19318.0,1427.0,6270.0,13.0,2456,296.0,282.0,448.0,1430.0,1135,2443,889,542,1020,3066,649,284,286,450,1369,1175,522,231,329,89,6035,2870,3165,37,35,2,211,61,150,509.013,12.343496138605499,2012
29037,48913,TOTAL,17044,30912,957,100339,49234,51105,4145,51743.0,115.0,47738.0,3890.0,61046.0,28013.0,9477.0,98146.0,2193.0,37503,1755.0,1540.0,2958.0,31250.0,18130,45691,10884,4359,6858,51211,16427,3545,1729,1584,21537,19108,10566,7831,6257,2339,92595,45269,47326,3745,1814,1931,3999,2151,1848,702.485,142.8343665701047,2012
29039,6045,TOTAL,1537,4376,132,13912,6933,6979,173,5505.0,0.0,4919.0,586.0,29872.0,17744.0,3170.0,13797.0,115.0,5893,723.0,769.0,951.0,3450.0,1978,6211,1973,1082,1925,7334,1416,551,525,849,2760,2603,1971,509,546,361,13444,6676,6768,36,36,0,432,221,211,498.652,27.89921628711005,2012
29041,3821,TOTAL,1339,2402,80,7727,3815,3912,61,3451.0,0.0,3312.0,139.0,40195.0,20300.0,1260.0,7695.0,32.0,2956,256.0,201.0,496.0,2003.0,1348,3462,836,625,1003,4240,747,260,251,492,1465,1690,1085,335,285,127,7448,3679,3769,173,87,86,106,49,57,766.755,10.077534544932867,2012
29043,37964,TOTAL,9813,27473,678,79856,38875,40981,2147,40622.0,62.0,37764.0,2796.0,52693.0,25428.0,8426.0,78360.0,1496.0,29994,1290.0,944.0,3283.0,24477.0,12810,38271,7707,3327,5507,38574,14485,2595,1239,1673,17243,13946,7385,7794,5125,1566,76693,37343,39350,528,302,226,2635,1230,1405,563.806,141.63737172005972,2012
29045,3225,TOTAL,1398,1730,97,7001,3516,3485,33,3404.0,0.0,3249.0,155.0,43497.0,23583.0,1113.0,6971.0,30.0,2859,190.0,292.0,345.0,2032.0,1230,3204,642,547,769,4030,541,276,200,293,1482,1604,944,264,217,60,6841,3461,3380,34,5,29,126,50,76,511.823,13.678556844846755,2012
29047,105589,TOTAL,47310,56191,2088,227984,111575,116409,14269,124908.0,198.0,116388.0,8322.0,61184.0,29455.0,20981.0,216978.0,11006.0,87352,3247.0,3253.0,7257.0,73595.0,49040,95251,25967,9284,14520,106931,48683,6551,3985,3984,50865,38010,18056,26175,17359,5149,198862,97047,101815,12295,6271,6024,16827,8257,8570,408.67,557.8682066214794,2012
29049,9861,TOTAL,3688,5931,242,20545,10325,10220,369,10516.0,26.0,9690.0,800.0,53361.0,25307.0,1974.0,20340.0,205.0,8067,414.0,301.0,808.0,6544.0,3566,9594,2157,1064,1317,11680,2556,395,488,434,4837,4423,2420,1012,1014,530,19603,9867,9736,394,213,181,548,245,303,423.481,48.51457326302715,2012
29051,37062,TOTAL,12005,24490,567,76426,38688,37738,1985,38283.0,107.0,36323.0,1853.0,53228.0,26254.0,9784.0,74125.0,2301.0,29307,1833.0,1414.0,2781.0,23279.0,18231,30715,9261,3417,6220,35911,16520,3000,1612,1608,17317,12491,6103,7282,6929,2309,63563,31491,32072,8732,5039,3693,4131,2158,1973,398.947,191.56930619856772,2012
29053,7511,TOTAL,2474,4887,150,17585,9326,8259,255,8512.0,7.0,7880.0,625.0,44102.0,23193.0,2632.0,17346.0,239.0,6520,364.0,426.0,935.0,4795.0,3880,7363,2133,948,1987,9260,2383,984,464,539,3993,3374,1893,1116,888,379,15770,8082,7688,1006,752,254,809,492,317,569.178,30.89543165758339,2012
29055,9579,TOTAL,2951,6434,194,24680,12155,12525,396,10902.0,0.0,9665.0,1237.0,35829.0,19099.0,5483.0,24536.0,144.0,9427,978.0,825.0,1495.0,6129.0,4814,10233,3254,1510,4244,12125,2399,1601,1070,1573,5100,4875,2150,905,1007,487,24126,11905,12221,65,51,14,489,199,290,743.75,33.18319327731093,2012
29057,3896,TOTAL,939,2895,62,7678,3900,3778,130,3574.0,4.0,3317.0,253.0,36209.0,20360.0,1663.0,7608.0,70.0,3166,294.0,348.0,505.0,2019.0,1220,3479,1083,574,917,4213,874,285,326,306,1428,1647,1138,261,421,192,7351,3705,3646,43,33,10,284,162,122,506.252,15.166359836603114,2012
29059,7279,TOTAL,2122,4992,165,16632,8259,8373,288,7200.0,0.0,6161.0,1039.0,38314.0,17663.0,3730.0,16529.0,103.0,6348,582.0,531.0,938.0,4297.0,2563,8051,2015,706,2534,8469,1646,1067,779,688,3136,3241,2092,529,891,226,15907,7925,7982,8,4,4,717,330,387,542.844,30.638636514357714,2012
29061,3521,TOTAL,1125,2290,106,8324,4161,4163,107,3605.0,3.0,3382.0,220.0,42188.0,19726.0,1297.0,8235.0,89.0,3134,263.0,180.0,436.0,2255.0,1454,3936,710,445,1103,4236,835,577,292,234,1606,1514,1116,258,430,147,8099,4037,4062,59,38,21,166,86,80,569.043,14.628068529091825,2012
29063,4350,TOTAL,1194,3056,100,12824,8074,4750,244,4609.0,7.0,4300.0,302.0,44936.0,17288.0,1022.0,12637.0,187.0,3778,241.0,301.0,519.0,2717.0,3565,4810,1868,759,1680,7785,1151,975,348,357,3643,2730,1412,506,505,140,10835,6184,4651,1384,1359,25,605,531,74,425.82,30.116011460241417,2012
29065,6643,TOTAL,1585,4883,175,15681,7783,7898,190,6597.0,4.0,5961.0,632.0,37658.0,19589.0,3095.0,15503.0,178.0,5889,662.0,408.0,920.0,3899.0,2659,6954,2034,1033,2785,7912,1368,1043,781,961,3047,3217,1648,418,512,438,15023,7455,7568,76,60,16,582,268,314,754.503,20.783217561759198,2012
29067,6557,TOTAL,1710,4649,198,13575,6750,6825,136,5415.0,0.0,4894.0,521.0,30879.0,16780.0,2861.0,13513.0,62.0,5156,636.0,348.0,1054.0,3118.0,1953,6652,1585,966,2203,7458,966,585,662,956,2825,2933,1700,246,502,218,13358,6609,6749,0,0,0,217,141,76,814.592,16.66478433375236,2012
29069,10651,TOTAL,3636,6850,165,31778,15283,16495,1887,12727.0,0.0,11479.0,1248.0,31777.0,18158.0,8271.0,30961.0,817.0,12727,1712.0,1359.0,2069.0,7587.0,5993,12259,4663,2059,6731,14508,2388,2504,1971,2256,6394,5434,2680,997,952,439,27422,13257,14165,3334,1556,1778,1022,470,552,547.182,58.07574079556711,2012
29071,46755,TOTAL,16347,29396,1012,101682,50553,51129,1561,51982.0,24.0,47481.0,4477.0,48661.0,24732.0,12604.0,100264.0,1418.0,39733,2423.0,1936.0,4874.0,30500.0,19024,46463,10309,5603,10261,53889,12999,3424,3145,3692,23538,21266,9085,5776,5147,2076,98244,48700,49544,1175,711,464,2263,1142,1121,930.681,109.25548066415882,2012
29073,7134,TOTAL,2099,4895,140,15014,7390,7624,180,7075.0,0.0,6540.0,535.0,42574.0,22067.0,2240.0,14921.0,93.0,6333,516.0,518.0,792.0,4507.0,2759,6868,1525,1196,1840,8156,1747,510,544,786,2963,3260,1933,618,715,414,14698,7249,7449,91,55,36,225,86,139,525.955,28.546168398437125,2012
29075,2999,TOTAL,937,1988,74,6792,3290,3502,53,3159.0,6.0,2921.0,232.0,40591.0,20223.0,1066.0,6735.0,57.0,2725,223.0,192.0,367.0,1943.0,1115,3180,612,505,686,3607,839,242,213,231,1383,1255,969,374,302,163,6649,3227,3422,47,24,23,96,39,57,491.714,13.812907503142071,2012
29077,125848,TOTAL,46219,76900,2729,280657,136688,143969,9040,144817.0,188.0,133481.0,11148.0,40512.0,23765.0,51334.0,271442.0,9215.0,116632,10128.0,8221.0,16454.0,81829.0,71863,109715,34510,14736,20466,144888,56110,9172,5650,5644,75877,43098,25913,26718,19857,9535,256105,124060,132045,8501,4893,3608,16051,7735,8316,677.877,414.0234880369153,2012
29079,4374,TOTAL,1212,3030,132,10279,4934,5345,118,4579.0,0.0,4330.0,249.0,37167.0,19299.0,1744.0,10181.0,98.0,4150,438.0,343.0,546.0,2823.0,1836,4457,1199,716,1105,5502,1215,361,321,423,2218,1848,1436,481,452,282,9890,4699,5191,105,72,33,284,163,121,438.032,23.466322095189394,2012
29081,3695,TOTAL,984,2624,87,8795,4415,4380,163,4122.0,0.0,3847.0,275.0,39342.0,19648.0,1325.0,8637.0,158.0,3574,277.0,290.0,532.0,2475.0,1408,4076,869,639,1100,4801,765,476,279,345,1718,1781,1302,290,283,192,8597,4286,4311,76,56,20,122,73,49,726.402,12.107620849061538,2012
29083,10123,TOTAL,3606,6229,288,22134,10813,11321,419,10092.0,53.0,9235.0,804.0,39880.0,22230.0,3987.0,21925.0,209.0,9545,833.0,610.0,1357.0,6745.0,3775,9863,2714,1692,2360,12338,2450,838,808,714,4647,4485,3206,970,1016,464,21294,10422,10872,326,152,174,514,239,275,732.321,30.22445075315333,2012
29085,4680,TOTAL,1733,2835,112,9420,4583,4837,116,3456.0,0.0,3002.0,454.0,31897.0,17804.0,2227.0,9329.0,91.0,4134,476.0,473.0,724.0,2461.0,1273,4850,1231,764,1446,5465,864,350,451,645,1389,2115,1961,232,326,306,9125,4470,4655,26,24,2,269,89,180,411.723,22.879460219613673,2012
29087,2310,TOTAL,551,1725,34,4695,2332,2363,13,2398.0,0.0,2268.0,130.0,41842.0,23917.0,556.0,4675.0,20.0,2164,151.0,143.0,326.0,1544.0,660,2342,505,401,390,2722,649,128,94,168,894,1070,758,280,267,102,4557,2255,2302,30,20,10,108,57,51,470.351,9.981907128931372,2012
29089,4867,TOTAL,1723,3017,127,10183,5058,5125,137,4719.0,3.0,4374.0,342.0,44081.0,23082.0,1631.0,10031.0,152.0,3779,401.0,249.0,421.0,2708.0,2476,4078,1168,530,1044,5269,1574,430,292,322,2501,1842,926,500,709,365,9340,4650,4690,514,239,275,329,169,160,471.462,21.598771481052555,2012
29091,16346,TOTAL,4395,11544,407,40469,19637,20832,735,17448.0,22.0,15993.0,1433.0,33006.0,18771.0,9062.0,39719.0,750.0,16060,2116.0,1609.0,2627.0,9708.0,6595,18318,4959,2273,5082,21235,4187,1569,1321,2192,9402,7497,4336,1770,1739,678,38877,18878,19999,114,47,67,1478,712,766,928.369,43.59150294764258,2012
29093,4031,TOTAL,1669,2252,110,10424,5182,5242,150,4437.0,0.0,3895.0,542.0,37259.0,19984.0,2185.0,10341.0,83.0,4158,417.0,277.0,654.0,2810.0,1862,4500,1450,744,1740,5603,805,476,614,650,2434,2176,993,227,343,235,10001,4963,5038,187,68,119,236,151,85,552.062,18.88193717372324,2012
29095,174764,TOTAL,78283,93199,3282,678167,327817,350350,57972,353951.0,136.0,322847.0,30968.0,46917.0,26328.0,116662.0,639847.0,38320.0,271965,24713.0,16327.0,31192.0,199733.0,189393,235176,83652,31778,60469,319017,134357,28696,18264,13509,151466,111855,55696,68052,47622,18683,452199,221536,230663,161305,74329,86976,64663,31952,32711,616.243,1100.4863341246878,2012
29097,45218,TOTAL,12809,31349,1060,116996,56984,60012,8408,58936.0,100.0,54376.0,4460.0,40914.0,21904.0,20309.0,112268.0,4728.0,45236,3674.0,3218.0,6463.0,31881.0,24643,46323,14722,5943,12764,57498,16726,6044,3687,3033,27819,19146,10533,8591,5926,2209,106486,51739,54747,2647,1436,1211,7863,3809,4054,641.269,182.44449677124575,2012
29099,97611,TOTAL,41564,53978,2069,220558,109667,110891,3748,116970.0,158.0,106031.0,10781.0,55563.0,25034.0,24344.0,216935.0,3623.0,81504,4124.0,3535.0,7106.0,66739.0,45001,96367,24621,9722,21066,117856,27601,7910,6890,6266,53469,46777,17610,14622,9864,3115,212700,105623,107077,1925,1113,812,5933,2931,3002,664.281,332.02515200645513,2012
29101,21021,TOTAL,7667,12763,591,53879,27572,26307,1946,28225.0,2909.0,23138.0,2178.0,49978.0,22394.0,8619.0,52628.0,1251.0,19912,1692.0,1010.0,2410.0,14800.0,14825,22399,4726,1798,3270,29712,8887,1346,923,1001,18327,7582,3803,4589,3068,1230,48269,24600,23669,2409,1280,1129,3201,1692,1509,833.188,64.66607776396204,2012
29103,1957,TOTAL,698,1205,54,4078,2021,2057,17,1952.0,0.0,1822.0,130.0,35597.0,22363.0,948.0,4032.0,46.0,1742,263.0,118.0,239.0,1122.0,674,1907,385,322,500,2183,406,252,125,123,686,881,616,152,172,82,3949,1952,1997,51,13,38,78,56,22,506.828,8.046122155839852,2012
29105,15362,TOTAL,4093,10934,335,35544,17485,18059,762,16081.0,82.0,14474.0,1525.0,38693.0,19218.0,6765.0,35138.0,406.0,13745,1349.0,855.0,2185.0,9356.0,5849,15671,4631,2149,5157,18179,3453,2139,1682,1336,7991,6345,3843,1359,1595,499,34088,16773,17315,189,160,29,1267,552,715,768.009,46.28070764795725,2012
29107,15795,TOTAL,5655,9803,337,33069,16340,16729,802,16553.0,18.0,15204.0,1331.0,51195.0,24175.0,3447.0,32645.0,424.0,13072,652.0,717.0,1334.0,10369.0,5965,15376,3202,2160,3514,17417,4249,1454,989,1071,7067,6313,4037,1673,2011,565,31233,15373,15860,697,323,374,1139,644,495,638.94,51.756033430369044,2012
29109,15755,TOTAL,4017,11421,317,38306,19120,19186,2577,17249.0,64.0,15670.0,1515.0,40496.0,19463.0,6915.0,37407.0,899.0,14616,1205.0,971.0,2210.0,10230.0,6582,17544,4182,1871,4808,19561,4020,1882,1390,1536,8690,6880,3991,1410,1758,852,36552,18113,18439,68,64,4,1686,943,743,613.375,62.45119217444467,2012
29111,4279,TOTAL,1508,2677,94,10176,5120,5056,166,5217.0,6.0,4851.0,360.0,43000.0,19514.0,1088.0,9996.0,180.0,3842,338.0,248.0,458.0,2798.0,2298,4219,913,812,961,5911,951,307,308,346,2531,2081,1299,549,304,98,9568,4799,4769,269,136,133,339,185,154,510.793,19.921964474845975,2012
29113,22652,TOTAL,7734,14332,586,53458,26730,26728,1108,26544.0,5.0,23270.0,3269.0,53280.0,22006.0,7926.0,52578.0,880.0,18521,1282.0,789.0,1936.0,14514.0,10858,22296,6226,2149,6125,27459,5350,2593,1873,1659,12623,10964,3872,2980,1698,672,50525,25253,25272,1166,638,528,1767,839,928,640.46,83.4681322799238,2012
29115,5550,TOTAL,2041,3344,165,12494,5936,6558,213,5284.0,1.0,4984.0,299.0,37264.0,18989.0,2241.0,12437.0,57.0,4769,447.0,429.0,676.0,3217.0,2509,5141,1330,1040,1118,7212,1127,398,324,396,2604,2765,1843,506,412,209,12004,5814,6190,74,21,53,416,101,315,621.373,20.107085438215048,2012
29117,6054,TOTAL,1906,4006,142,15034,6769,8265,210,6933.0,10.0,6539.0,384.0,44754.0,21882.0,2157.0,14903.0,131.0,5674,378.0,451.0,757.0,4088.0,2893,6403,2048,1041,1680,8287,1863,743,461,476,3328,2937,2022,810,669,384,14287,6457,7830,355,113,242,392,199,193,538.557,27.915336723875097,2012
29119,7817,TOTAL,1920,5694,203,22851,11509,11342,2590,10195.0,3.0,9288.0,904.0,38122.0,18093.0,4901.0,20764.0,2087.0,8208,901.0,726.0,1040.0,5541.0,4392,9416,2816,1162,3853,10943,1895,1946,1182,725,5021,3973,1949,602,908,385,20439,10307,10132,308,155,153,2104,1047,1057,539.679,42.341836536163164,2012
29121,7160,TOTAL,2309,4701,150,15527,7567,7960,174,7106.0,10.0,6499.0,597.0,36878.0,19970.0,2905.0,15441.0,86.0,6231,481.0,439.0,1132.0,4179.0,2754,6640,1820,1239,1586,8479,1739,640,391,555,3156,3157,2166,702,631,406,14710,7170,7540,500,275,225,317,122,195,812.367,19.113282543480963,2012
29123,4930,TOTAL,1588,3227,115,12353,6060,6293,252,5493.0,0.0,4783.0,710.0,37648.0,17459.0,2414.0,12181.0,172.0,4536,353.0,441.0,819.0,2923.0,2271,5433,1422,834,2277,6319,854,501,844,932,2836,2246,1237,405,289,160,11997,5862,6135,76,45,31,280,153,127,497.597,24.825310441984175,2012
29125,4538,TOTAL,1299,3165,74,9098,4498,4600,95,3980.0,27.0,3535.0,418.0,41492.0,21316.0,1563.0,9001.0,97.0,3718,298.0,171.0,664.0,2585.0,1409,4327,1107,546,1248,4801,968,468,293,487,1814,1994,993,329,377,262,8850,4391,4459,47,23,24,201,84,117,529.925,17.168467235929615,2012
29127,12158,TOTAL,4031,7923,204,28844,13853,14991,434,13989.0,0.0,13020.0,969.0,41732.0,22731.0,4650.0,28398.0,446.0,11287,955.0,754.0,1383.0,8195.0,6478,11333,3300,2010,3483,14690,3860,1337,963,1183,6294,5336,3060,1900,1427,533,26348,12711,13637,1627,738,889,869,404,465,444.302,64.91980679807878,2012
29129,1655,TOTAL,353,1255,47,3735,1872,1863,47,1747.0,0.0,1608.0,139.0,38925.0,19906.0,658.0,3698.0,37.0,1537,146.0,103.0,300.0,988.0,623,1670,394,313,354,2082,389,145,81,128,644,861,577,216,123,50,3656,1839,1817,15,9,6,64,24,40,455.108,8.206843210842262,2012
29131,11019,TOTAL,2651,8099,269,24905,12294,12611,410,11606.0,3.0,10444.0,1159.0,36592.0,19969.0,5280.0,24502.0,403.0,9710,912.0,726.0,1635.0,6437.0,4554,10911,3093,1454,3087,13152,2702,1232,871,984,5552,5031,2569,938,1133,631,23931,11876,12055,113,31,82,861,387,474,599.989,41.50909433339611,2012
29133,4920,TOTAL,1858,2997,65,14276,7618,6658,263,5736.0,2.0,4936.0,798.0,28436.0,15032.0,3802.0,14213.0,63.0,5249,612.0,637.0,1094.0,2906.0,3492,4653,2216,1118,3022,6975,1054,1368,812,842,3233,2516,1226,469,411,174,10581,5405,5176,3424,2019,1405,271,194,77,428.761,33.29593876308713,2012
29135,6443,TOTAL,1608,4704,131,15719,8206,7513,664,7150.0,6.0,6627.0,517.0,47386.0,19540.0,1709.0,15261.0,458.0,5487,388.0,367.0,669.0,4063.0,3059,6928,1662,797,2207,7697,1881,1032,705,470,3398,2858,1441,957,608,316,14587,7414,7173,574,492,82,558,300,258,418.869,37.52724598860264,2012
29137,4057,TOTAL,1398,2564,95,8725,4326,4399,91,4006.0,8.0,3747.0,251.0,40342.0,20303.0,1322.0,8673.0,52.0,3559,166.0,313.0,485.0,2595.0,1508,3981,997,605,798,5040,892,346,147,305,1642,2207,1191,416,233,243,8284,4157,4127,267,64,203,174,105,69,670.16,13.019278978154471,2012
29139,5327,TOTAL,1740,3490,97,12054,5980,6074,186,5844.0,12.0,5195.0,637.0,40114.0,20529.0,2068.0,11963.0,91.0,4892,453.0,404.0,595.0,3440.0,2052,5220,1465,974,1702,6485,1065,525,622,555,2424,2509,1552,492,379,194,11591,5735,5856,100,66,34,363,179,184,540.489,22.302026498226606,2012
29141,8688,TOTAL,2773,5733,182,20314,10239,10075,381,8012.0,1.0,6900.0,1111.0,34179.0,18445.0,4269.0,20099.0,215.0,8021,965.0,652.0,1269.0,5135.0,3642,8970,2900,1133,3359,10531,1977,1253,1132,974,3499,3993,3039,511,830,636,19554,9801,9753,257,167,90,503,271,232,614.008,33.084259488475716,2012
29143,7250,TOTAL,2814,4284,152,18568,8919,9649,260,8319.0,30.0,7484.0,805.0,34224.0,20896.0,4175.0,18435.0,133.0,7283,849.0,666.0,1313.0,4455.0,3946,6944,2696,1363,3457,9214,1528,1091,1141,1225,4122,3430,1662,580,710,238,15145,7352,7793,2984,1367,1617,439,200,239,696.571,26.656292036274838,2012
29145,25083,TOTAL,6425,18181,477,58683,29106,29577,2775,27988.0,30.0,26039.0,1919.0,42939.0,22350.0,8541.0,56721.0,1962.0,22197,1616.0,1561.0,2893.0,16127.0,10332,27564,6045,2734,6368,30143,7573,2652,1703,2013,13021,10832,6290,3046,3106,1421,53267,26191,27076,586,377,209,4830,2538,2292,626.572,93.65723332673659,2012
29147,8976,TOTAL,3172,5593,211,23296,11556,11740,333,12329.0,33.0,11422.0,874.0,36237.0,18329.0,5475.0,22894.0,402.0,8636,975.0,765.0,1321.0,5575.0,8790,8046,2223,925,1287,14669,3286,525,347,415,9163,3317,2189,1595,1176,515,21969,10908,11061,642,414,228,685,234,451,877.872,26.536898317750197,2012
